tables,section,order,col_name,definition,source_abr,year_first,year_last
tjet_cy,truth commissions,,tcs_ctj_reform_process,"reform-oriented TC process index (sum of binaries for public hearings, partial or full independence, power to recommend institutional reform, and whether aims included historical truth, institutional reform, or addressing corruption), conflict transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_reform_process_beg,"reform-oriented TC process index (sum of binaries for public hearings, partial or full independence, power to recommend institutional reform, and whether aims included historical truth, institutional reform, or addressing corruption), conflict transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_reform_outcome,"reform-oriented TC outcome index (sum of binaries for publicly available final report, final report recommendation of institutional reform, and mandated implementation monitoring), conflict transitional justice nexus, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_reform_outcome_beg,"reform-oriented TC outcome index (sum of binaries for publicly available final report, final report recommendation of institutional reform, and mandated implementation monitoring), conflict transitional justice nexus, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_binary,"TCs, binary, post-autocratic transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_created,"TCs, binary, post-autocratic transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_victim_process,"victim-centered TC process index (sum of binaries for consulted victims, encouraged victim testimony, had the power to allocate reparations, and whether aims included memorialization, apology, recognition of victims, or reparations), post-autocratic transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_victim_process_beg,"victim-centered TC process index (sum of binaries for consulted victims, encouraged victim testimony, had the power to allocate reparations, and whether aims included memorialization, apology, recognition of victims, or reparations), post-autocratic transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_victim_outcome,"victim-centered TC outcome index (sum of binaries for publicly available final report, report recommendation of reparations, and mandated implementation monitoring), post-autocratic transitional justice nexus, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_victim_outcome_beg,"victim-centered TC outcome index (sum of binaries for publicly available final report, report recommendation of reparations, and mandated implementation monitoring), post-autocratic transitional justice nexus, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_account_process,"accountability-oriented TC process index (sum of binaries for partial or full independence, collection of perpetrator testimony, power to compel perpetrator testimony, power to name perpetrators, power to support prosecutions, and whether aims included accountability, responsibility of the prevention of human rights violations), post-autocratic transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_account_process_beg,"accountability-oriented TC process index (sum of binaries for partial or full independence, collection of perpetrator testimony, power to compel perpetrator testimony, power to name perpetrators, power to support prosecutions, and whether aims included accountability, responsibility of the precention of human rights violations), post-autocratic transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_account_outcome,"accountability-oriented TC outcome index (sum of binaries for publicly available final report, final report recommendation of prosecutions, and mandated implementation monitoring), post-autocratic transitional justice nexus, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_account_outcome_beg,"accountability-oriented TC outcome index (sum of binaries for publicly available final report, final report recommendation of prosecutions, and mandated implementation monitoring), post-autocratic transitional justice nexus, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_peace_process,"peace-oriented TC process index (sum of binaries for public hearings, power to grant amnesty, and whether aims included reconciliation, coexistence, dialogue, or non-recurrence), post-autocratic transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_peace_process_beg,"peace-oriented TC process index (sum of binaries for public hearings, power to grant amnesty, and whether aims included reconciliation, coexistence, dialogue, or non-recurrence), post-autocratic transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_peace_outcome,"peace-oriented TC outcome index (currently only binary for publicly available final report), post-autocratic transitional justice nexus, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_peace_outcome_beg,"peace-oriented TC outcome index (currently only binary for publicly available final report), post-autocratic transitional justice nexus, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_reform_process,"reform-oriented TC process index (sum of binaries for public hearings, partial or full independence, power to recommend institutional reform, and whether aims included historical truth, institutional reform, or addressing corruption), post-autocratic transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_reform_process_beg,"reform-oriented TC process index (sum of binaries for public hearings, partial or full independence, power to recommend institutional reform, and whether aims included historical truth, institutional reform, or addressing corruption), post-autocratic transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_reform_outcome,"reform-oriented TC outcome index (sum of binaries for publicly available final report, final report recommendation of institutional reform, and mandated implementation monitoring), post-autocratic transitional justice nexus, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_reform_outcome_beg,"reform-oriented TC outcome index (sum of binaries for publicly available final report, final report recommendation of institutional reform, and mandated implementation monitoring), post-autocratic transitional justice nexus, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_binary,"TCs, binary, post-autocratic & conflict transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_created,"TCs, binary, post-autocratic & conflict transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_victim_process,"victim-centered TC process index (sum of binaries for consulted victims, encouraged victim testimony, had the power to allocate reparations, and whether it's aims included memorialization, apology, recognition of victims, or reparations), post-autocratic & conflict transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_victim_process_beg,"victim-centered TC process index (sum of binaries for consulted victims, encouraged victim testimony, had the power to allocate reparations, and whether it's aims included memorialization, apology, recognition of victims, or reparations), post-autocratic & conflict transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_victim_outcome,"victim-centered TC outcome index (sum of binaries for publicly available final report, report recommendation of reparations, and mandated implementation monitoring), post-autocratic & conflict transitional justice nexus, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_victim_outcome_beg,"victim-centered TC outcome index (sum of binaries for publicly available final report, report recommendation of reparations, and mandated implementation monitoring), post-autocratic & conflict transitional justice nexus, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_account_process,"accountability-oriented TC process index (sum of binaries for partial or full independence, collection of perpetrator testimony, power to compel perpetrator testimony, power to name perpetrators, power to support prosecutions, and whether aims included accountability, responsibility of the prevention of human rights violations), post-autocratic & conflict transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_account_process_beg,"accountability-oriented TC process index (sum of binaries for partial or full independence, collection of perpetrator testimony, power to compel perpetrator testimony, power to name perpetrators, power to support prosecutions, and whether aims included accountability, responsibility of the prevention of human rights violations), post-autocratic & conflict transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_account_outcome,"accountability-oriented TC outcome index (sum of binaries for publicly available final report, final report recommendation of prosecutions, and mandated implementation monitoring), post-autocratic & conflict transitional justice nexus, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_account_outcome_beg,"accountability-oriented TC outcome index (sum of binaries for publicly available final report, final report recommendation of prosecutions, and mandated implementation monitoring), post-autocratic & conflict transitional justice nexus, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_peace_process,"peace-oriented TC process index (sum of binaries for public hearings, power to grant amnesty, and whether aims included reconciliation, coexistence, dialogue, or non-recurrence), post-autocratic & conflict transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_peace_process_beg,"peace-oriented TC process index (sum of binaries for public hearings, power to grant amnesty, and whether aims included reconciliation, coexistence, dialogue, or non-recurrence), post-autocratic & conflict transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_peace_outcome,"peace-oriented TC outcome index (currently only binary for publicly available final report), post-autocratic & conflict transitional justice nexus, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_dtj_ctj_peace_outcome_beg,"peace-oriented TC outcome index (currently only binary for publicly available final report), post-autocratic & conflict transitional justice nexus, year of completion",TJET,1970,2020
